Agent,Type,Name,Energy,Community,Pmin,Pmax,a,b
9,Consumer,Build 10,Flats,1,-91.57743782602307,-45.144842887295425,0.0005926794951134808,0.16720948405492578
2,Producer,Build 3,Solar,1,12.147497005784501,11.27669545840861,0.0,0.0
10,Consumer,Build 11,Flats,1,-94.32720127904227,-55.16715680517383,0.00043551581482654893,0.16940338250791812
0,Producer,Build 1,Solar,1,12.51937901775972,14.088090910598643,0.0,0.0
26,Producer,House 2,Solar,3,3.8646723572124797,3.331921189899972,0.0,0.0
0,Producer,Build 1,Solar,1,12.23057559762188,12.175876749359961,0.0,0.0
8,Consumer,Build 9,Flats,1,0.0,0.0,0.00035431352849193027,0.16832565539639338
6,Consumer,Build 7,Flats,1,0.0,0.0,0.0002123185341898997,0.17255534723446364
35,Consumer,House 11,App,3,-8.389857088494608,-4.17197178204253,0.006420451016563412,0.16271629790814135
36,Consumer,House 12,App,3,0.0,0.0,0.004808585362503679,0.16757977036226526
36,Consumer,House 12,App,3,-6.9372168096265385,-3.22406088263629,0.004516261049187783,0.19648127272482022
42,Consumer,Firm 8,Store,3,0.0,0.0,0.006551885056923265,0.23445512199551732
27,Producer,House 3,Solar,3,3.55459838934106,4.387094168349407,0.0,0.0
34,Consumer,House 10,App,3,0.0,0.0,0.010757304103480612,0.1926692398624918
24,Producer,Plant 4,Wind,2,128.4122251314745,125.37494901870097,0.0,0.0
26,Producer,House 2,Solar,3,2.627852174464504,2.352218560438083,0.0,0.0
5,Consumer,Build 6,Flats,1,0.0,0.0,0.000832423178624873,0.16737206930778512
17,Consumer,Firm 3,Fact,2,0.0,0.0,0.0012229756319960803,0.16619768095404747
21,Producer,Plant 1,Fossil,2,0.0,450.23938074616757,0.0001294686638694092,0.11395113422170837
38,Consumer,House 14,App,3,0.0,0.0,0.0062559963507890825,0.18593200293497855
39,Consumer,House 15,App,3,0.0,0.0,0.017390058983291212,0.21430698225561173
24,Producer,Plant 4,Wind,2,155.4054681620904,147.37143377772827,0.0,0.0
40,Consumer,Firm 7,Store,3,0.0,0.0,0.0028753493329126143,0.1649591451083567
49,Producer,Plant 8,Wind,3,143.75326773270197,179.22406335014742,0.0,0.0
27,Consumer,House 3,App,3,-6.748100857424519,-2.7331251514188577,0.005970187253443742,0.13719095522064212
1,Producer,Build 2,Solar,1,13.832052755025419,9.650385800285848,0.0,0.0
12,Consumer,Build 13,Stores,1,0.0,0.0,0.00022621345761693145,0.11468394247046593
22,Producer,Plant 2,Wind,2,118.61291576000438,72.49786275065046,0.0,0.0
7,Consumer,Build 8,Flats,1,-117.78227455039524,-67.98136297366558,0.000499690441101758,0.1801290513245767
44,Consumer,Firm 10,Store,3,0.0,0.0,0.0035943960255505414,0.15430820677233686
33,Consumer,House 9,App,3,-6.611004423017059,-2.151020007260232,0.7365938785757407,0.0
23,Producer,Plant 3,Fossil,2,0.0,323.09603769820154,0.00015504290940426878,0.13451600714009987
15,Consumer,Firm 1,Fact,2,-72.27045000328621,-6.1005737401955935,0.0006463222857913606,0.16956072605770797
19,Consumer,Firm 5,Fact,2,0.0,0.0,0.0007973521317488979,0.1691860128953561
45,Consumer,Firm 11,Store,3,-22.14611836113984,-6.450269213187806,0.0041271148441548635,0.17196360779857353
20,Consumer,Firm 6,Fact,2,-75.59792361536437,-7.818434121973905,0.0010685141572844563,0.19230374152197963
31,Consumer,House 7,App,3,0.0,0.0,0.007446019784413719,0.1572819295553062
28,Consumer,House 4,App,3,0.0,0.0,0.009632468736284195,0.180575811668008
3,Consumer,Build 4,Flats,1,0.0,0.0,0.00027305206443533063,0.16165991383348946
31,Consumer,House 7,App,3,-5.186574060495949,-2.432387710927381,0.00876127139177902,0.18317333117032128
43,Consumer,Firm 9,Store,3,-26.293863177587394,-6.578211795239838,0.002589208743376838,0.1743134738789931
50,Producer,Plant 9,Wind,3,66.7232830742517,61.1440977550753,0.0,0.0
12,Producer,Build 13,Solar,1,67.34730761688913,68.86399023764376,0.0,0.0
44,Consumer,Firm 10,Store,3,-28.272922749272333,-6.718058415733452,0.0025935287107124888,0.2313003769700464
20,Consumer,Firm 6,Fact,2,0.0,0.0,0.0011238050058206095,0.16764375588193045
39,Consumer,House 15,App,3,-5.412696935343625,-3.692145400810594,0.011514961242216805,0.2798749652367305
42,Consumer,Firm 8,Store,3,-14.72455528094421,-5.891754368554064,0.007811123389151529,0.2198783925625626
16,Consumer,Firm 2,Fact,2,0.0,0.0,0.0016646002342924568,0.2230728454281618
6,Consumer,Build 7,Flats,1,-233.48270584537048,-95.16857351506088,0.00017044793371597745,0.13108445146730538
0,Consumer,Build 1,Flats,1,-91.52687826329088,-50.91857067830274,0.0006223987713231751,0.1704837628504269
25,Producer,House 1,Solar,3,3.7332828009956742,3.1275223041046183,0.0,0.0
34,Consumer,House 10,App,3,-8.16156751543164,-4.090548448451156,0.0082359576685553,0.17098742128894506
25,Consumer,House 1,App,3,0.0,0.0,0.009857877349104894,0.201740555277232
46,Producer,Plant 5,Fossil,3,0.0,18.503646088613007,0.003026023394229455,0.12499594451094778
46,Producer,Plant 5,Fossil,3,0.0,18.809160806722648,0.002994369778400951,0.14553733469306446
38,Consumer,House 14,App,3,-5.479986329108465,-2.177638551920692,0.006729036055842085,0.14836656076370935
35,Consumer,House 11,App,3,0.0,0.0,0.005320120737401195,0.18462106719566856
16,Consumer,Firm 2,Fact,2,-68.1160689355379,-6.786480116002613,0.0014064401013161166,0.21749429374765808
27,Producer,House 3,Solar,3,3.9728399762068602,3.021101722375498,0.0,0.0
37,Consumer,House 13,App,3,0.0,0.0,0.012925587091436737,0.15019143328012935
22,Producer,Plant 2,Fossil,2,0.0,193.27692110842833,0.00019809066462805376,0.12168513961438363
25,Producer,House 1,Solar,3,3.2637411629385844,3.367442514363852,0.0,0.0
15,Consumer,Firm 1,Fact,2,0.0,0.0,0.0006783632637973262,0.16195337928693204
17,Consumer,Firm 3,Fact,2,-63.85176511855752,-5.613966188127685,0.0012680980463182837,0.16990105559977908
2,Producer,Build 3,Solar,1,11.92881372625617,11.248089657586323,0.0,0.0
13,Consumer,Build 14,Stores,1,0.0,0.0,0.0005483990889714115,0.2080518931267929
14,Consumer,Build 15,Stores,1,0.0,0.0,0.0002953438307162037,0.21749264289819892
5,Consumer,Build 6,Flats,1,-85.16977379464785,-43.472905205557176,0.000896905568412405,0.19667344553520588
18,Consumer,Firm 4,Fact,2,0.0,0.0,0.0015011888285386566,0.17986456200565482
22,Producer,Plant 2,Fossil,2,0.0,286.1203129523599,0.00022272260947838441,0.1148894495999075
41,Producer,Firm 7,Solar,3,16.49473136965921,20.1719157545159,0.0,0.0
9,Consumer,Build 10,Flats,1,0.0,0.0,0.0005967646775036472,0.20433393696864732
1,Producer,Build 2,Solar,1,9.249833819310142,12.542826380618108,0.0,0.0
25,Consumer,House 1,App,3,-6.567053085899504,-2.8304260961232806,0.009256678281648655,0.19218557261005587
30,Consumer,House 6,App,3,-6.609147288372895,-4.220391179678761,0.018819236165808526,0.24588682763049294
32,Consumer,House 8,App,3,-7.215406506516876,-3.015871324267175,0.013195949682524672,0.18670523345787968
28,Producer,House 4,Solar,3,3.3041478008282352,3.046621323675316,0.0,0.0
32,Consumer,House 8,App,3,0.0,0.0,0.011970690669783549,0.19847721536526045
0,Consumer,Build 1,Flats,1,0.0,0.0,0.0006965242128457866,0.20385275783017498
47,Producer,Plant 6,Fossil,3,0.0,305.2440722392646,0.0001699307547120076,0.1374748897942081
48,Producer,Plant 7,Fossil,3,0.0,398.9899605762316,0.00017503314283411387,0.1275137633010376
33,Consumer,House 9,App,3,0.0,0.0,0.904013598072075,0.0
19,Consumer,Firm 5,Fact,2,-99.23924023630516,-6.797814109056524,0.0006823933785229309,0.16422241467950702
14,Consumer,Build 15,Stores,1,-242.33537882460334,-70.280550303544,0.0003011001113337591,0.19969720282853667
43,Consumer,Firm 9,Store,3,0.0,0.0,0.0027743627871069463,0.17606910168897022
12,Producer,Build 13,Solar,1,74.06835889212967,67.23931983295168,0.0,0.0
50,Producer,Plant 9,Wind,3,56.82861935264593,69.83895619721712,0.0,0.0
13,Consumer,Build 14,Stores,1,-149.0431306277623,-51.93944258572369,0.0005748672623697922,0.22041654126786744
41,Producer,Firm 7,Solar,3,20.11941767769098,22.304919575315417,0.0,0.0
21,Producer,Plant 1,Fossil,2,0.0,70.03302082940841,0.00046568800306423253,0.1311156036166846
37,Consumer,House 13,App,3,-6.760882749195542,-2.359961758441432,0.0131730971030002,0.1694440442201869
3,Consumer,Build 4,Flats,1,-178.9655318159369,-71.0955434251292,0.00032527956227788743,0.1962615850571221
4,Consumer,Build 5,Flats,1,-118.7553393510379,-71.74454933327195,0.0006330262680620565,0.2292172249867405
10,Consumer,Build 11,Flats,1,0.0,0.0,0.00044988449187022354,0.15809183042918248
27,Consumer,House 3,App,3,0.0,0.0,0.006970030465131193,0.1798141908119238
4,Consumer,Build 5,Flats,1,0.0,0.0,0.0006163084891473615,0.2459033953410029
2,Consumer,Build 3,Flats,1,-243.67644606907163,-90.7569341895823,0.0002886808971980234,0.2070871623216099
11,Consumer,Build 12,Flats,1,0.0,0.0,0.0008509481997852457,0.20497073174749292
47,Producer,Plant 6,Fossil,3,0.0,298.69862265559567,0.00011064505328073784,0.13179181264387735
7,Consumer,Build 8,Flats,1,0.0,0.0,0.0004886134967434554,0.2164445317497082
28,Producer,House 4,Solar,3,2.908795348882372,3.5751486932540923,0.0,0.0
3,Producer,Build 4,Solar,1,11.079698945487799,14.326138065268989,0.0,0.0
45,Consumer,Firm 11,Store,3,0.0,0.0,0.003836632642547628,0.1811625139317888
29,Consumer,House 5,App,3,-7.187471734414371,-3.014927658185446,0.009094872109996903,0.16466333096602542
8,Consumer,Build 9,Flats,1,-99.28844202076496,-41.49348592308799,0.0004800722071220748,0.16025601036939977
18,Consumer,Firm 4,Fact,2,-43.296907894144944,-9.932301552658332,0.0016063312907019516,0.14591783515135273
48,Producer,Plant 7,Fossil,3,0.0,427.8905674408284,0.0001612248904533426,0.12231872409334858
21,Producer,Plant 1,Fossil,2,0.0,58.910109579828124,0.00036207915474932914,0.15205702265537807
49,Producer,Plant 8,Wind,3,142.66265339332134,166.99419435363944,0.0,0.0
40,Consumer,Firm 7,Store,3,-34.70589394325103,-5.515036767326056,0.0028314906407003082,0.25426914141728024
23,Producer,Plant 3,Fossil,2,0.0,366.1730883100146,0.00014879558663426988,0.1374457822634896
22,Producer,Plant 2,Wind,2,111.51832584717161,94.50582106967376,0.0,0.0
3,Producer,Build 4,Solar,1,12.384529051976136,13.097102872252336,0.0,0.0
28,Consumer,House 4,App,3,-4.650687711587642,-2.308954774512801,0.011709634581615785,0.18006368556675004
12,Consumer,Build 13,Stores,1,-344.7340868866276,-81.295990274389,0.00022686385218789116,0.19786727867502232
30,Consumer,House 6,App,3,0.0,0.0,0.01517867120337846,0.17569896815643363
1,Consumer,Build 2,Flats,1,0.0,0.0,0.0001829339235694809,0.2172158652142631
2,Consumer,Build 3,Flats,1,0.0,0.0,0.0003198230787929226,0.2009248265897292
26,Consumer,House 2,App,3,-5.351705602503291,-2.7104375559992193,0.008363528197442243,0.16479568824462842
29,Consumer,House 5,App,3,0.0,0.0,0.007328489407864186,0.1581134065511715
1,Consumer,Build 2,Flats,1,-176.24130255451902,-83.65837518163846,0.00016573841808340873,0.14895300765018216
11,Consumer,Build 12,Flats,1,-83.47785858153681,-39.73956529101814,0.000993748069114827,0.1913537400203188
21,Producer,Plant 1,Fossil,2,0.0,399.9898400742176,0.00011497961338690534,0.1264015126963672
26,Consumer,House 2,App,3,0.0,0.0,0.01014636095663814,0.19929990822646818
9,Consumer,Build 10,Flats,1,-99.11103889856557,-43.763417616996826,0.0007283826236861603,0.16590123650063118
2,Producer,Build 3,Solar,1,10.006268879332131,11.110283205983418,0.0,0.0
10,Consumer,Build 11,Flats,1,-101.52648319942125,-57.7828231363989,0.0005049656112494062,0.158880673523479
0,Producer,Build 1,Solar,1,13.001684608060321,14.473014523587995,0.0,0.0
26,Producer,House 2,Solar,3,3.2122416881360287,3.3969033321577653,0.0,0.0
0,Producer,Build 1,Solar,1,13.3943010358235,12.436709737275986,0.0,0.0
8,Consumer,Build 9,Flats,1,0.0,0.0,0.0004332408152206131,0.1427184319232725
6,Consumer,Build 7,Flats,1,0.0,0.0,0.00018284831377161765,0.15230449451529143
35,Consumer,House 11,App,3,-6.640470499784276,-3.5211176734202065,0.006915106722751923,0.1711928677061625
36,Consumer,House 12,App,3,0.0,0.0,0.00423678499790972,0.18455974387400056
36,Consumer,House 12,App,3,-6.659232987052762,-2.5771364233735112,0.004968519980568069,0.1701774469458461
42,Consumer,Firm 8,Store,3,0.0,0.0,0.007163292950165992,0.25620392036377776
27,Producer,House 3,Solar,3,3.6089984446602794,3.2911386011773924,0.0,0.0
34,Consumer,House 10,App,3,0.0,0.0,0.010996782946726034,0.17182545023185902
24,Producer,Plant 4,Wind,2,148.313566561629,131.21020891665074,0.0,0.0
26,Producer,House 2,Solar,3,2.7766747630469686,2.884975594727549,0.0,0.0
5,Consumer,Build 6,Flats,1,0.0,0.0,0.0008562013361931243,0.18819453448990275
17,Consumer,Firm 3,Fact,2,0.0,0.0,0.0014063663208630024,0.15570296741593637
21,Producer,Plant 1,Fossil,2,0.0,404.09086360658705,0.00013763978966094848,0.1264431632833552
38,Consumer,House 14,App,3,0.0,0.0,0.006767763897753242,0.1444125152925858
39,Consumer,House 15,App,3,0.0,0.0,0.017791475990779303,0.19232491394069498
24,Producer,Plant 4,Wind,2,131.87256536181218,163.94767126673392,0.0,0.0
40,Consumer,Firm 7,Store,3,0.0,0.0,0.0032968783291782554,0.15440073049892006
49,Producer,Plant 8,Wind,3,157.95289776227688,139.7138302344919,0.0,0.0
27,Consumer,House 3,App,3,-6.258157462462574,-2.41132891186265,0.006293404234323127,0.17544910462496613
1,Producer,Build 2,Solar,1,15.579954422787269,9.891148176823217,0.0,0.0
12,Consumer,Build 13,Stores,1,0.0,0.0,0.0001868430442890565,0.1766107587624032
22,Producer,Plant 2,Wind,2,113.60553257403691,80.57964126140536,0.0,0.0
7,Consumer,Build 8,Flats,1,-132.5502130178611,-61.338593563390255,0.00041473778489957116,0.21274719148819907
44,Consumer,Firm 10,Store,3,0.0,0.0,0.0032527297891858844,0.1796228310831503
33,Consumer,House 9,App,3,-6.618948871868202,-1.6878380475050156,0.654300899058733,0.0
23,Producer,Plant 3,Fossil,2,0.0,355.32357552996547,0.00014877243237691574,0.13071969896985214
15,Consumer,Firm 1,Fact,2,-86.54839534204406,-5.70826860317375,0.0005913030023803156,0.15533198011772306
19,Consumer,Firm 5,Fact,2,0.0,0.0,0.0007342150148171437,0.16616770629449995
45,Consumer,Firm 11,Store,3,-21.67713699274433,-8.322345459964847,0.004391932510449832,0.2062610799383238
20,Consumer,Firm 6,Fact,2,-76.92073894047029,-7.858561951918742,0.0009928229345232066,0.18111922769350983
31,Consumer,House 7,App,3,0.0,0.0,0.00840772027355704,0.1673790417852501
28,Consumer,House 4,App,3,0.0,0.0,0.010967502951098329,0.16185821176077464
3,Consumer,Build 4,Flats,1,0.0,0.0,0.0002787572085920778,0.1557371235302568
31,Consumer,House 7,App,3,-5.9986607379365715,-2.419715961350368,0.008146906931881269,0.17214516332926522
43,Consumer,Firm 9,Store,3,-28.38733156286267,-8.076019997881621,0.002642488461859462,0.18323837866853357
50,Producer,Plant 9,Wind,3,71.5556377085521,56.90366552229536,0.0,0.0
12,Producer,Build 13,Solar,1,63.60724285438924,71.32753746458725,0.0,0.0
44,Consumer,Firm 10,Store,3,-22.40389786658064,-5.421604732722461,0.0033903984928378133,0.20592129499163642
20,Consumer,Firm 6,Fact,2,0.0,0.0,0.0011088254571275892,0.14842026627369703
39,Consumer,House 15,App,3,-6.153949940395585,-4.064683136687797,0.014841181775457186,0.18211047632501287
42,Consumer,Firm 8,Store,3,-14.737211061936451,-6.810713560436852,0.007948165394843288,0.23296531700993584
16,Consumer,Firm 2,Fact,2,0.0,0.0,0.0014654038181638766,0.18285487619808574
6,Consumer,Build 7,Flats,1,-194.55943835474523,-78.59673332545144,0.00019196230182699875,0.16435454299734095
0,Consumer,Build 1,Flats,1,-90.74198513891929,-39.33593030053879,0.0006050343261052509,0.1756202847275016
25,Producer,House 1,Solar,3,2.7485285673859945,3.363425911219087,0.0,0.0
34,Consumer,House 10,App,3,-7.958782303414107,-3.6593835583591776,0.010397516475109825,0.19098255345406276
