2025-03-24 05:19:26 - Mitigated agent 3: deviation=406.17, median=70.32, weight=0.80, threshold=75.48, original=-335.84, new=-10.91
2025-03-24 05:19:27 - Mitigated agent 4: deviation=714.28, median=57.92, weight=0.28, threshold=515.89, original=-656.36, new=-457.97
2025-03-24 05:19:27 - Mitigated agent 4: deviation=403.65, median=-5.64, weight=0.10, threshold=361.52, original=398.01, new=355.88
2025-03-24 05:19:27 - Mitigated agent 4: deviation=471.02, median=-13.88, weight=0.24, threshold=356.52, original=457.14, new=342.63
2025-03-24 05:19:27 - Mitigated agent 4: deviation=809.31, median=70.66, weight=0.40, threshold=486.72, original=-738.65, new=-416.06
2025-03-24 05:19:27 - Mitigated agent 4: deviation=346.21, median=-64.96, weight=0.18, threshold=282.92, original=281.26, new=217.96
2025-03-24 05:19:27 - Mitigated agent 4: deviation=476.73, median=-18.70, weight=0.25, threshold=357.71, original=458.03, new=339.01
2025-03-24 05:19:27 - Mitigated agent 4: deviation=822.67, median=76.72, weight=0.55, threshold=366.20, original=-745.95, new=-289.48
2025-03-24 05:19:27 - Mitigated agent 4: deviation=710.73, median=65.25, weight=0.66, threshold=240.38, original=-645.48, new=-175.13
2025-03-24 05:19:27 - Mitigated agent 2: deviation=308.04, median=65.25, weight=0.22, threshold=240.38, original=373.29, new=305.63
2025-03-24 05:19:27 - Mitigated agent 4: deviation=386.32, median=-14.65, weight=0.30, threshold=270.91, original=371.67, new=256.26
2025-03-24 05:19:27 - Mitigated agent 0: deviation=324.89, median=-14.65, weight=0.17, threshold=270.91, original=-339.54, new=-285.56
2025-03-24 05:19:27 - Mitigated agent 0: deviation=405.79, median=-254.51, weight=0.77, threshold=91.82, original=151.27, new=-162.69
2025-03-24 05:19:27 - Mitigated agent 4: deviation=451.78, median=29.35, weight=0.44, threshold=250.88, original=-422.43, new=-221.52
2025-03-24 05:19:27 - Mitigated agent 2: deviation=263.65, median=29.35, weight=0.05, threshold=250.88, original=293.01, new=280.23
2025-03-24 05:19:27 - Mitigated agent 0: deviation=225.18, median=7.18, weight=0.05, threshold=213.17, original=-218.01, new=-205.99
2025-03-24 05:19:27 - Mitigated agent 0: deviation=274.71, median=-166.59, weight=0.21, threshold=216.46, original=108.12, new=49.87
2025-03-24 05:19:27 - Mitigated agent 4: deviation=522.71, median=75.01, weight=0.47, threshold=278.84, original=-447.71, new=-203.83
2025-03-24 05:19:27 - Mitigated agent 0: deviation=211.55, median=-54.11, weight=0.08, threshold=193.66, original=157.44, new=139.55
2025-03-24 05:19:27 - Mitigated agent 0: deviation=1273.16, median=348.57, weight=0.80, threshold=93.35, original=-924.58, new=93.94
2025-03-24 05:19:27 - Mitigated agent 4: deviation=664.73, median=95.45, weight=0.80, threshold=92.80, original=-569.28, new=-37.50
2025-03-24 05:19:27 - Mitigated agent 0: deviation=260.11, median=-43.81, weight=0.35, threshold=168.86, original=216.29, new=125.05
2025-03-24 05:19:27 - Mitigated agent 4: deviation=288.53, median=77.66, weight=0.40, threshold=174.37, original=-210.87, new=-96.72
2025-03-24 05:19:27 - Mitigated agent 0: deviation=349.52, median=-43.64, weight=0.53, threshold=164.93, original=305.88, new=121.29
2025-03-24 05:19:27 - Mitigated agent 0: deviation=281.49, median=-52.91, weight=0.50, threshold=140.13, original=228.58, new=87.22
2025-03-24 05:19:27 - Mitigated agent 4: deviation=1014.74, median=-120.11, weight=0.28, threshold=733.24, original=894.63, new=613.14
2025-03-24 05:19:27 - Mitigated agent 4: deviation=686.79, median=37.22, weight=0.17, threshold=571.58, original=-649.57, new=-534.35
2025-03-24 05:19:27 - Mitigated agent 4: deviation=794.61, median=-99.80, weight=0.39, threshold=482.46, original=694.81, new=382.66
2025-03-24 05:19:27 - Mitigated agent 4: deviation=601.29, median=26.68, weight=0.02, threshold=589.84, original=-574.62, new=-563.16
2025-03-24 05:19:27 - Mitigated agent 2: deviation=151.09, median=-42.32, weight=0.29, threshold=107.37, original=108.76, new=65.05
2025-03-24 05:19:27 - Mitigated agent 3: deviation=174.34, median=57.34, weight=0.20, threshold=138.82, original=-117.00, new=-81.48
2025-03-24 05:19:27 - Mitigated agent 3: deviation=352.19, median=117.40, weight=0.56, threshold=155.97, original=-234.80, new=-38.57
2025-03-24 05:19:27 - Mitigated agent 2: deviation=2239.72, median=716.05, weight=0.48, threshold=1169.40, original=-1523.68, new=-453.35
2025-03-24 05:19:27 - Mitigated agent 2: deviation=2419.42, median=801.21, weight=0.80, threshold=130.44, original=-1618.21, new=317.32
2025-03-24 05:19:27 - Mitigated agent 0: deviation=315.69, median=93.15, weight=0.09, threshold=286.60, original=-222.55, new=-193.45
2025-03-24 05:19:27 - Mitigated agent 0: deviation=131.88, median=-45.50, weight=0.43, threshold=75.18, original=86.39, new=29.68
2025-03-24 05:19:27 - Mitigated agent 2: deviation=320.29, median=88.89, weight=0.25, threshold=239.88, original=-231.40, new=-150.99
2025-03-24 05:19:27 - Mitigated agent 2: deviation=426.57, median=137.35, weight=0.03, threshold=412.94, original=-289.22, new=-275.59
2025-03-24 05:19:27 - Mitigated agent 0: deviation=428.72, median=157.93, weight=0.79, threshold=91.50, original=-270.79, new=66.43
2025-03-24 05:19:27 - Mitigated agent 4: deviation=940.65, median=-179.64, weight=0.05, threshold=894.36, original=761.01, new=714.72
2025-03-24 05:19:27 - Mitigated agent 4: deviation=3066.86, median=292.75, weight=0.14, threshold=2647.76, original=-2774.12, new=-2355.02
2025-03-24 05:19:27 - Mitigated agent 4: deviation=2042.72, median=-89.47, weight=0.03, threshold=1982.33, original=1953.26, new=1892.86
2025-03-24 05:19:27 - Mitigated agent 4: deviation=3513.70, median=347.85, weight=0.29, threshold=2495.19, original=-3165.85, new=-2147.35
2025-03-24 05:19:27 - Mitigated agent 4: deviation=3672.43, median=362.04, weight=0.35, threshold=2398.82, original=-3310.39, new=-2036.78
2025-03-24 05:19:27 - Mitigated agent 4: deviation=2172.71, median=-95.51, weight=0.07, threshold=2030.09, original=2077.20, new=1934.58
2025-03-24 05:19:27 - Mitigated agent 4: deviation=1418.94, median=-192.42, weight=0.06, threshold=1335.94, original=1226.53, new=1143.53
2025-03-24 05:19:27 - Mitigated agent 4: deviation=3393.64, median=320.69, weight=0.32, threshold=2299.60, original=-3072.95, new=-1978.91
2025-03-24 05:19:27 - Mitigated agent 4: deviation=2815.88, median=231.52, weight=0.28, threshold=2023.66, original=-2584.37, new=-1792.14
2025-03-24 05:19:27 - Mitigated agent 4: deviation=2251.69, median=129.02, weight=0.35, threshold=1455.41, original=-2122.67, new=-1326.39
2025-03-24 05:19:27 - Mitigated agent 4: deviation=1708.99, median=68.21, weight=0.14, threshold=1462.48, original=-1640.78, new=-1394.27
2025-03-24 05:19:27 - Mitigated agent 2: deviation=468.54, median=-144.65, weight=0.66, threshold=158.30, original=323.89, new=13.64
2025-03-24 05:19:27 - Mitigated agent 4: deviation=2799.18, median=-198.98, weight=0.01, threshold=2777.71, original=2600.20, new=2578.73
2025-03-24 05:19:27 - Mitigated agent 2: deviation=566.06, median=-181.63, weight=0.80, threshold=114.47, original=384.43, new=-67.16
2025-03-24 05:19:27 - Mitigated agent 0: deviation=663.73, median=217.61, weight=0.77, threshold=150.82, original=-446.12, new=66.80
2025-03-24 05:19:27 - Mitigated agent 4: deviation=3348.83, median=-238.86, weight=0.01, threshold=3318.90, original=3109.97, new=3080.04
2025-03-24 05:19:27 - Mitigated agent 4: deviation=3971.04, median=-389.71, weight=0.12, threshold=3478.66, original=3581.33, new=3088.95
2025-03-24 05:19:27 - Mitigated agent 4: deviation=2201.63, median=126.99, weight=0.26, threshold=1624.42, original=-2074.64, new=-1497.44
2025-03-24 05:19:27 - Mitigated agent 4: deviation=2418.84, median=111.35, weight=0.49, threshold=1243.17, original=-2307.49, new=-1131.82
2025-03-24 05:19:27 - Mitigated agent 2: deviation=1379.62, median=111.35, weight=0.10, threshold=1243.17, original=1490.97, new=1354.52
2025-03-24 05:19:27 - Mitigated agent 4: deviation=2278.27, median=74.99, weight=0.49, threshold=1169.89, original=-2203.28, new=-1094.90
2025-03-24 05:19:27 - Mitigated agent 2: deviation=1550.78, median=74.99, weight=0.25, threshold=1169.89, original=1625.77, new=1244.87
2025-03-24 05:19:27 - Mitigated agent 2: deviation=1189.11, median=-315.39, weight=0.43, threshold=674.74, original=873.72, new=359.35
2025-03-24 05:19:27 - Mitigated agent 4: deviation=3843.61, median=164.13, weight=0.03, threshold=3743.88, original=-3679.48, new=-3579.75
2025-03-24 05:19:27 - Mitigated agent 4: deviation=1694.67, median=-28.03, weight=0.54, threshold=782.73, original=-1722.70, new=-810.76
2025-03-24 05:19:27 - Mitigated agent 2: deviation=1622.85, median=-28.03, weight=0.52, threshold=782.73, original=1594.82, new=754.69
2025-03-24 05:19:27 - Mitigated agent 2: deviation=1291.84, median=-357.51, weight=0.80, threshold=92.03, original=934.33, new=-99.14
2025-03-24 05:19:27 - Mitigated agent 4: deviation=1064.80, median=-108.18, weight=0.18, threshold=868.59, original=-1172.98, new=-976.77
2025-03-24 05:19:27 - Mitigated agent 2: deviation=1503.07, median=-108.18, weight=0.42, threshold=868.59, original=1394.89, new=760.41
2025-03-24 05:19:27 - Mitigated agent 2: deviation=945.25, median=-268.77, weight=0.53, threshold=444.86, original=676.48, new=176.09
2025-03-24 05:19:27 - Mitigated agent 2: deviation=988.45, median=-113.45, weight=0.31, threshold=685.01, original=875.01, new=571.56
2025-03-24 05:19:27 - Mitigated agent 2: deviation=543.98, median=-70.33, weight=0.64, threshold=194.35, original=473.65, new=124.02
2025-03-24 05:19:27 - Mitigated agent 3: deviation=222.59, median=-70.33, weight=0.13, threshold=194.35, original=-292.92, new=-264.68
2025-03-24 05:19:27 - Mitigated agent 3: deviation=13893.31, median=-4429.99, weight=0.35, threshold=9004.90, original=9463.33, new=4574.92
2025-03-24 05:19:27 - Mitigated agent 3: deviation=14779.60, median=-4884.60, weight=0.80, threshold=2098.78, original=9895.00, new=-1928.68
2025-03-24 05:19:27 - Mitigated agent 2: deviation=3704.70, median=1183.07, weight=0.53, threshold=1745.58, original=-2521.64, new=-562.51
2025-03-24 05:19:27 - Mitigated agent 3: deviation=11041.27, median=-3590.60, weight=0.56, threshold=4811.09, original=7450.68, new=1220.49
2025-03-24 05:19:27 - Mitigated agent 2: deviation=3784.40, median=-1215.25, weight=0.74, threshold=997.33, original=2569.15, new=-217.92
2025-03-24 05:19:27 - Mitigated agent 0: deviation=2479.05, median=779.00, weight=0.12, threshold=2190.93, original=-1700.05, new=-1411.93
2025-03-24 05:19:27 - Mitigated agent 3: deviation=3802.21, median=-1183.47, weight=0.16, threshold=3178.05, original=2618.73, new=1994.57
2025-03-24 05:19:27 - Mitigated agent 3: deviation=4703.90, median=-1475.36, weight=0.25, threshold=3540.87, original=3228.54, new=2065.51
2025-03-24 05:19:27 - Mitigated agent 3: deviation=9508.23, median=-2961.52, weight=0.01, threshold=9449.16, original=6546.71, new=6487.64
2025-03-24 05:19:27 - Mitigated agent 3: deviation=10260.50, median=-3286.17, weight=0.40, threshold=6130.54, original=6974.33, new=2844.37
2025-03-24 05:19:27 - Mitigated agent 4: deviation=40887.25, median=-4244.82, weight=0.10, threshold=36603.18, original=36642.42, new=32358.35
2025-03-24 05:19:27 - Mitigated agent 3: deviation=10961.09, median=-3593.46, weight=0.74, threshold=2811.91, original=7367.63, new=-781.55
2025-03-24 05:19:27 - Mitigated agent 3: deviation=7530.61, median=-2679.82, weight=0.80, threshold=506.72, original=4850.79, new=-1173.70
2025-03-24 05:19:27 - Mitigated agent 4: deviation=75422.57, median=-13627.03, weight=0.27, threshold=55313.38, original=61795.54, new=41686.36
2025-03-24 05:19:27 - Mitigated agent 3: deviation=17596.38, median=-4254.04, weight=0.51, threshold=8555.90, original=13342.33, new=4301.86
2025-03-24 05:19:27 - Mitigated agent 3: deviation=44455.03, median=13513.40, weight=0.21, threshold=35201.89, original=-30941.63, new=-21688.49
2025-03-24 05:19:27 - Mitigated agent 3: deviation=27806.80, median=-9207.87, weight=0.06, threshold=26255.10, original=18598.92, new=17047.23
2025-03-24 05:19:27 - Mitigated agent 0: deviation=14444.65, median=-4776.48, weight=0.80, threshold=939.22, original=9668.16, new=-1887.55
2025-03-24 05:19:27 - Mitigated agent 2: deviation=65038.09, median=-21393.05, weight=0.77, threshold=15062.49, original=43645.03, new=-6330.56
2025-03-24 05:19:27 - Mitigated agent 2: deviation=64000.32, median=-20194.10, weight=0.20, threshold=51451.07, original=43806.23, new=31256.97
2025-03-24 05:19:27 - Mitigated agent 3: deviation=12526.14, median=4097.33, weight=0.74, threshold=3211.28, original=-8428.80, new=886.05
2025-03-24 05:19:27 - Mitigated agent 4: deviation=11087.56, median=165.62, weight=0.26, threshold=8170.52, original=11253.18, new=8336.14
2025-03-24 05:19:27 - Mitigated agent 2: deviation=15387.20, median=165.62, weight=0.47, threshold=8170.52, original=15552.82, new=8336.14
2025-03-24 05:19:27 - Mitigated agent 3: deviation=22354.10, median=165.62, weight=0.63, threshold=8170.52, original=-22188.48, new=-8004.90
2025-03-24 05:19:27 - Mitigated agent 3: deviation=22367.71, median=-6674.18, weight=0.80, threshold=764.01, original=15693.53, new=-2200.64
2025-03-24 05:19:27 - Mitigated agent 3: deviation=26671.13, median=1053.45, weight=0.24, threshold=20180.62, original=-25617.68, new=-19127.17
2025-03-24 05:19:27 - Mitigated agent 3: deviation=19874.53, median=558.28, weight=0.07, threshold=18479.59, original=-19316.25, new=-17921.32
2025-03-24 05:19:28 - Mitigated agent 2: deviation=19248.82, median=-6062.96, weight=0.25, threshold=14477.63, original=13185.86, new=8414.67
2025-03-24 05:19:28 - Mitigated agent 2: deviation=21568.85, median=-7048.92, weight=0.72, threshold=6006.16, original=14519.93, new=-1042.76
2025-03-24 05:19:28 - Mitigated agent 2: deviation=16537.80, median=5314.46, weight=0.50, threshold=8261.97, original=-11223.34, new=-2947.51
2025-03-24 05:19:28 - Mitigated agent 3: deviation=9595.96, median=3050.02, weight=0.28, threshold=6955.71, original=-6545.94, new=-3905.69
2025-03-24 05:19:28 - Mitigated agent 3: deviation=10720.05, median=-3376.55, weight=0.17, threshold=8922.02, original=7343.50, new=5545.47
2025-03-24 05:19:28 - Mitigated agent 4: deviation=46883.85, median=-240.17, weight=0.15, threshold=39801.60, original=-47124.02, new=-40041.77
2025-03-24 05:19:28 - Mitigated agent 4: deviation=51530.68, median=780.40, weight=0.25, threshold=38484.98, original=-50750.28, new=-37704.58
2025-03-24 05:19:28 - Mitigated agent 4: deviation=51362.90, median=1233.62, weight=0.02, threshold=50472.89, original=-50129.28, new=-49239.27
2025-03-24 05:19:28 - Mitigated agent 2: deviation=10585.40, median=4138.38, weight=0.16, threshold=8883.17, original=-6447.02, new=-4744.79
2025-03-24 05:19:28 - Mitigated agent 4: deviation=46094.05, median=53.46, weight=0.10, threshold=41524.16, original=-46040.59, new=-41470.70
2025-03-24 05:19:28 - Mitigated agent 2: deviation=9571.08, median=3742.07, weight=0.80, threshold=525.60, original=-5829.01, new=1827.85
2025-03-24 05:19:28 - Mitigated agent 4: deviation=48297.07, median=259.85, weight=0.42, threshold=27907.84, original=-48037.22, new=-27647.99
2025-03-24 05:19:28 - Mitigated agent 2: deviation=39861.34, median=259.85, weight=0.30, threshold=27907.84, original=40121.19, new=28167.69
2025-03-24 05:19:28 - Mitigated agent 4: deviation=46036.22, median=-17.45, weight=0.10, threshold=41209.02, original=-46053.67, new=-41226.46
2025-03-24 05:19:28 - Mitigated agent 3: deviation=8550.09, median=2951.61, weight=0.30, threshold=5981.76, original=-5598.48, new=-3030.15
2025-03-24 05:19:28 - Mitigated agent 2: deviation=72115.73, median=22588.95, weight=0.10, threshold=64679.84, original=-49526.79, new=-42090.89
2025-03-24 05:19:28 - Mitigated agent 2: deviation=75230.71, median=23761.00, weight=0.22, threshold=58599.77, original=-51469.71, new=-34838.77
2025-03-24 05:19:28 - Mitigated agent 2: deviation=71839.53, median=22765.97, weight=0.27, threshold=52523.45, original=-49073.56, new=-29757.48
2025-03-24 05:19:28 - Mitigated agent 2: deviation=60401.93, median=19091.72, weight=0.23, threshold=46447.14, original=-41310.21, new=-27355.41
2025-03-24 05:19:28 - Mitigated agent 2: deviation=44961.80, median=14090.79, weight=0.10, threshold=40370.82, original=-30871.01, new=-26280.03
2025-03-24 05:19:28 - Mitigated agent 4: deviation=66495.01, median=-436.52, weight=0.05, threshold=63072.78, original=66058.49, new=62636.26
2025-03-24 05:19:28 - Mitigated agent 2: deviation=20246.99, median=-6664.62, weight=0.49, threshold=10297.72, original=13582.37, new=3633.10
2025-03-24 05:19:28 - Mitigated agent 2: deviation=31081.25, median=-10461.14, weight=0.80, threshold=1001.82, original=20620.11, new=-4244.89
2025-03-24 05:19:28 - Mitigated agent 2: deviation=33183.09, median=-11129.44, weight=0.06, threshold=31148.92, original=22053.65, new=20019.48
2025-03-24 05:19:28 - Mitigated agent 4: deviation=75187.74, median=-616.50, weight=0.04, threshold=72040.99, original=74571.24, new=71424.49
2025-03-24 05:19:28 - Mitigated agent 2: deviation=23810.33, median=-7501.24, weight=0.80, threshold=236.98, original=16309.08, new=-2739.18
2025-03-24 05:19:28 - Mitigated agent 2: deviation=29919.76, median=-9549.83, weight=0.17, threshold=24912.19, original=20369.94, new=15362.36
2025-03-24 05:19:28 - Mitigated agent 4: deviation=86083.70, median=-337.50, weight=0.20, threshold=69049.09, original=85746.21, new=68711.59
2025-03-24 05:19:28 - Mitigated agent 2: deviation=72419.71, median=-337.50, weight=0.05, threshold=69049.09, original=-72757.21, new=-69386.59
2025-03-24 05:19:28 - Mitigated agent 4: deviation=89217.41, median=1238.11, weight=0.02, threshold=87125.04, original=90455.52, new=88363.15
2025-03-24 05:19:28 - Mitigated agent 4: deviation=94935.39, median=1336.51, weight=0.14, threshold=81635.72, original=96271.90, new=82972.23
2025-03-24 05:19:28 - Mitigated agent 2: deviation=85468.25, median=1336.51, weight=0.04, threshold=81635.72, original=-84131.74, new=-80299.21
2025-03-24 05:19:28 - Mitigated agent 4: deviation=97074.52, median=1019.82, weight=0.08, threshold=89103.47, original=98094.34, new=90123.29
2025-03-24 05:19:28 - Mitigated agent 2: deviation=89176.65, median=1019.82, weight=0.00, threshold=89103.47, original=-88156.83, new=-88083.65
2025-03-24 05:19:28 - Mitigated agent 4: deviation=91139.37, median=1887.21, weight=0.04, threshold=87530.10, original=93026.58, new=89417.31
2025-03-24 05:19:28 - Mitigated agent 2: deviation=89792.98, median=1887.21, weight=0.03, threshold=87530.10, original=-87905.77, new=-85642.89
2025-03-24 05:19:28 - Mitigated agent 4: deviation=87827.79, median=3155.39, weight=0.12, threshold=77249.97, original=90983.18, new=80405.36
2025-03-24 05:19:28 - Mitigated agent 2: deviation=93796.04, median=3155.39, weight=0.18, threshold=77249.97, original=-90640.65, new=-74094.58
2025-03-24 05:19:28 - Mitigated agent 4: deviation=85494.67, median=3949.25, weight=0.17, threshold=71278.88, original=89443.92, new=75228.13
2025-03-24 05:19:28 - Mitigated agent 2: deviation=95208.40, median=3949.25, weight=0.25, threshold=71278.88, original=-91259.14, new=-67329.62
2025-03-24 05:19:28 - Mitigated agent 4: deviation=77139.63, median=4343.82, weight=0.14, threshold=66721.18, original=81483.45, new=71065.01
2025-03-24 05:19:28 - Mitigated agent 2: deviation=84269.53, median=4343.82, weight=0.21, threshold=66721.18, original=-79925.71, new=-62377.36
2025-03-24 05:19:28 - Mitigated agent 4: deviation=43750.50, median=2785.18, weight=0.04, threshold=41989.14, original=46535.67, new=44774.32
2025-03-24 05:19:28 - Mitigated agent 2: deviation=147898.98, median=-6497.52, weight=0.07, threshold=137465.04, original=141401.45, new=130967.52
2025-03-24 05:19:28 - Mitigated agent 2: deviation=165727.94, median=-7286.17, weight=0.19, threshold=133535.17, original=158441.77, new=126249.00
2025-03-24 05:19:28 - Mitigated agent 2: deviation=174686.78, median=-7203.77, weight=0.26, threshold=129735.99, original=167483.01, new=122532.22
2025-03-24 05:19:28 - Mitigated agent 4: deviation=134700.74, median=-5165.67, weight=0.10, threshold=121534.21, original=-139866.41, new=-126699.89
2025-03-24 05:19:28 - Mitigated agent 2: deviation=165004.45, median=-5165.67, weight=0.26, threshold=121534.21, original=159838.78, new=116368.54
2025-03-24 05:19:28 - Mitigated agent 4: deviation=146650.29, median=-1903.56, weight=0.29, threshold=103784.20, original=-148553.85, new=-105687.75
2025-03-24 05:19:28 - Mitigated agent 2: deviation=142612.27, median=-1903.56, weight=0.27, threshold=103784.20, original=140708.71, new=101880.64
2025-03-24 05:19:28 - Mitigated agent 4: deviation=150868.98, median=2952.09, weight=0.25, threshold=113196.78, original=-147916.89, new=-110244.68
2025-03-24 05:19:28 - Mitigated agent 4: deviation=136256.04, median=7339.08, weight=0.10, threshold=122604.36, original=-128916.96, new=-115265.28
2025-03-24 05:19:28 - Mitigated agent 3: deviation=68898.72, median=-21637.77, weight=0.13, threshold=60101.17, original=47260.95, new=38463.40
2025-03-24 05:19:28 - Mitigated agent 3: deviation=70915.73, median=-22982.79, weight=0.58, threshold=29719.59, original=47932.94, new=6736.80
2025-03-24 05:19:28 - Mitigated agent 3: deviation=65191.00, median=-21719.20, weight=0.80, threshold=661.98, original=43471.79, new=-8681.00
2025-03-24 05:19:28 - Mitigated agent 2: deviation=313811.92, median=-97952.96, weight=0.05, threshold=299536.00, original=215858.96, new=201583.04
2025-03-24 05:19:28 - Mitigated agent 2: deviation=322434.53, median=-103945.13, weight=0.51, threshold=159410.14, original=218489.40, new=55465.01
2025-03-24 05:19:28 - Mitigated agent 2: deviation=318566.21, median=-104032.80, weight=0.69, threshold=97745.09, original=214533.41, new=-6287.70
2025-03-24 05:19:28 - Mitigated agent 2: deviation=437425.69, median=55261.88, weight=0.10, threshold=393803.42, original=-382163.81, new=-338541.55
2025-03-24 05:19:28 - Mitigated agent 2: deviation=179089.32, median=-55821.19, weight=0.48, threshold=93023.68, original=123268.14, new=37202.50
2025-03-24 05:19:28 - Mitigated agent 2: deviation=325653.40, median=-102872.70, weight=0.19, threshold=264431.19, original=222780.70, new=161558.49
2025-03-24 05:19:28 - Mitigated agent 2: deviation=119544.45, median=37657.35, weight=0.34, threshold=79184.66, original=-81887.10, new=-41527.31
2025-03-24 05:19:28 - Mitigated agent 2: deviation=346092.16, median=-110354.36, weight=0.30, threshold=243313.43, original=235737.80, new=132959.07
2025-03-24 05:19:28 - Mitigated agent 2: deviation=309103.44, median=-98655.94, weight=0.35, threshold=201747.74, original=210447.51, new=103091.80
